# Undirected graph (each unordered pair of nodes is saved once): cit-Heph-subgraph-edge.txt
# Save as tab-separated list of edges
# Nodes: 17226 Edges: 103954
# NodeId	NodeId
110204	9507380
110204	9510408
110204	9704416
9606486	9905346
9606486	9905476
9606486	9908518
109228	111060
109228	203120
109228	205304
109228	208068
109228	9805390
109228	9907254
203036	9310332
203036	9504216
203036	9601326
203036	9602438
203036	9610404
203036	9704300
203036	9905478
203036	9911388
204042	207370
204042	9212206
204042	9306294
204042	9308232
204042	9408214
204042	9504408
204042	9505320
204042	9605214
204042	9704262
204042	9706348
204042	9710406
204042	9802350
204042	9802440
204042	9806404
204042	9906322
204042	9907322
204042	9909388
204042	9909456
204042	9909500
204042	9909510
204042	9912358
9901402	9904256
109232	9305348
109232	9811208
302244	9511250
302244	9708456
9511382	9602222
9511382	9610342
9511382	9611350
202076	203108
202076	204108
202076	204192
202076	206266
202076	208172
202076	208178
202076	210350
202076	211064
202076	212226
202076	301106
202076	9207234
202076	9302318
202076	9309218
202076	9312272
202076	9506380
202076	9801246
202076	9810360
202076	9908288
202076	9909334
202076	9911496
207316	9306294
207316	9307326
207316	9405240
207316	9602280
207316	9701284
207316	9802440
207316	9810216
207316	9909464
109234	9401310
109234	9506436
109234	9712370
109234	9807422
202078	203040
202078	206090
109236	9811444
2184	12080
2184	102284
2184	207156
2184	9507216
2184	9612260
2184	9612284
2184	9703424
2184	9811434
206226	9703438
204044	205108
204044	205334
204044	209174
204044	212374
204044	9307242
204044	9307244
204044	9405272
204044	9411234
204044	9612252
204044	9804304
204044	9807334
204044	9808356
204044	9812440
204044	9910272
9306204	9402268
9306204	9406374
9306204	9407254
9306204	9510458
9306204	9604406
9306204	9605432
9306204	9606370
9306204	9607342
9306204	9709356
9306204	9712464
9306204	9801242
9306204	9806330
9306204	9910500
9710266	9710378
9710266	9711382
9710266	9711512
9710266	9908500
9710266	9909534
9306206	9408334
9306206	9506396
302246	9305204
302246	9804398
302246	9807344
302246	9811350
302246	9811428
302246	9811448
302246	9903422
9306208	9406240
9306208	9409336
9306208	9806446
9306210	9504266
9306210	9612432
9306210	9701410
9306212	9408234
9306212	9408304
9306212	9408386
9306212	9409372
9306212	9409464
9306212	9504342
9306212	9507234
9306212	9507352
9306212	9509306
9306212	9511286
9306212	9511446
9306212	9602216
9306212	9602384
9306212	9604242
9306212	9604364
9306212	9607372
9306212	9610526
9306212	9701298
9306212	9711340
9306212	9711358
9306212	9711400
9306212	9803418
9306212	9804262
9306212	9806466
9306212	9807216
9306212	9809234
9306212	9809556
9306212	9812360
9306212	9902460
9306212	9905220
9306212	9905458
9306212	9906378
9306212	9907222
9306212	9911224
9306212	9911248
9306214	9310356
9306214	9406220
9306214	9406226
9306214	9412324
9306214	9507342
9306214	9508242
9306214	9509358
9306214	9603298
9306214	9603414
9306214	9702212
9306214	9702300
9306214	9705252
9306214	9709430
9306216	9311364
9306216	9504318
9306220	9404224
9306220	9406210
9306220	9410372
9306220	9506282
9306220	9509402
9306220	9510232
9306220	9512384
9306220	9603234
9306220	9603280
9306220	9603354
9306220	9612338
9306220	9707332
9306220	9711396
9306220	9806510
9306220	9810238
9306220	9901376
9306220	9908290
9306220	9908364
9306220	9911244
9306222	9709334
9306222	9806438
9306222	9810550
9306222	9904394
9306222	9912496
9306224	9401206
9306224	9508282
9306224	9602394
9306224	9810202
9306224	9902284
9306224	9904442
9901416	9902294
9901416	9905352
9901416	9910414
9901416	9912402
9306226	9402226
9306226	9405278
9306226	9406254
9306226	9407392
9306226	9409414
9306226	9412346
9306226	9501258
9306226	9502414
9306226	9506206
9306226	9507432
9306226	9601208
9306226	9608214
109246	201036
109246	201146
109246	9512328
9306230	9601220
9306230	9602246
9306230	9605208
9306230	9607474
9306230	9608250
9306230	9608338
9306230	9610206
9306230	9611460
9306230	9705466
9306230	9707320
9306230	9707426
9306230	9805504
9306230	9806456
9306230	9808432
9306230	9809444
9306230	9812266
9306230	9903228
9306230	9905226
9306230	9905562
9306230	9909362
9306230	9909504
9306230	9910222
9306230	9911426
5238	105344
5238	107132
5238	9205214
5238	9205230
5238	9411390
5238	9602326
5238	9806516
5238	9902420
5238	9904336
5238	9911488
9306232	9405402
9306232	9411402
9306236	9609270
9306238	9406422
9306238	9904390
9306240	9403226
9306240	9405248
9306240	9412350
9306240	9412356
9306240	9501358
9306240	9502230
9306240	9503236
9306240	9510300
9306240	9511336
9306240	9602280
9306240	9605348
9306240	9606378
9306240	9609474
9306240	9610370
9306240	9702424
9306240	9706538
9306240	9903516
9306240	9905276
9306240	9907494
9306240	9911342
108026	202248
108026	204174
9306242	9402284
9306242	9407264
9306242	9408230
9306242	9408406
9306242	9410326
9306242	9412372
9306242	9501336
9306242	9504324
9306242	9504368
9306242	9505302
9306242	9505384
9306242	9505428
9306242	9508208
9306242	9512426
9306242	9601208
9306242	9601358
9306242	9602206
9306242	9607446
9306242	9608326
9306242	9608372
9306242	9610340
9306242	9610472
