# Undirected graph (each unordered pair of nodes is saved once): soc-Epinions1-subgraph-edge.txt
# Save as tab-separated list of edges
# Nodes: 37939 Edges: 102004
# NodeId	NodeId
1	3
1	5
1	11
1	17
1	21
1	25
1	27
1	29
1	31
1	33
1	39
1	43
1	61
1	63
1	65
1	67
1	71
1	75
1	77
1	79
1	81
1	83
1	85
1	87
1	91
1	93
1	101
1	105
1	107
1	113
1	119
1	123
1	127
1	133
1	137
1	145
1	159
1	169
1	185
1	193
1	205
1	215
1	225
1	233
1	235
1	237
1	279
1	283
1	291
1	295
1	297
1	311
1	313
1	315
1	317
1	319
1	321
1	323
1	325
1	327
1	329
1	331
1	335
1	337
1	339
1	341
1	343
1	345
1	347
1	349
1	351
1	353
1	355
1	357
1	359
1	361
1	363
1	365
1	367
1	369
1	371
1	373
1	375
1	377
1	379
1	381
1	383
1	387
1	389
1	391
1	393
1	395
1	397
1	399
1	401
1	403
1	405
1	407
1	409
1	411
1	413
1	415
1	417
1	419
1	421
1	423
1	425
1	427
1	429
1	431
1	433
1	435
1	437
1	439
1	441
1	443
1	445
1	447
1	449
1	451
1	453
1	455
1	457
1	459
1	461
1	463
1	465
1	467
1	469
1	471
1	473
1	475
1	477
1	479
1	481
1	483
1	485
1	487
1	489
1	491
1	493
1	495
1	497
1	499
1	501
1	503
1	505
1	507
1	509
1	511
1	513
1	515
1	517
1	519
1	521
1	523
1	525
1	527
1	529
1	531
1	533
1	535
1	537
1	539
1	541
1	543
1	549
1	555
1	563
1	565
1	581
1	625
1	637
1	645
1	649
1	663
1	689
1	723
1	725
1	727
1	735
1	763
1	789
1	823
1	837
1	839
1	881
1	905
1	947
1	967
1	1029
1	1059
1	1075
1	1093
1	1111
1	1167
1	1173
1	1179
1	1181
1	1207
1	1225
1	1233
1	1247
1	1249
1	1275
1	1279
1	1379
1	1413
1	1443
1	1455
1	1457
1	1463
1	1475
1	1489
1	1509
1	1511
1	1517
1	1537
1	1539
1	1569
1	1649
1	1657
1	1663
1	1669
1	1683
1	1701
1	1707
1	1747
1	1805
1	1849
1	2047
1	2065
1	2105
1	2167
1	2169
1	2197
1	2203
1	2205
1	2275
1	2279
1	2525
1	2605
1	2625
1	2649
1	2675
1	2699
1	2747
1	2805
1	2867
1	2931
1	3039
1	3065
1	3109
1	3153
1	3165
1	3233
1	3349
1	3359
1	3365
1	3379
1	3483
1	3559
1	3579
1	3597
1	3825
1	3865
1	3867
1	3871
1	3873
1	3935
1	3973
1	3995
1	4007
1	4017
1	4041
1	4067
1	4199
1	4313
1	4337
1	4383
1	4407
1	4421
1	4547
1	4549
1	4557
1	4681
1	4685
1	4703
1	4713
1	4767
1	4769
1	4797
1	4811
1	4821
1	4877
1	4881
1	4903
1	4939
1	4941
1	5011
1	5135
1	5173
1	5175
1	5241
1	5269
1	5423
1	5487
1	5501
